Issue ID,Rule ID,Screen,URL,Issue Frequency,Assistive Technology Combination,Summary,Steps to Reproduce,Actual Result,Expected Result,Screenshot,WCAG Success Criteria,WCAG Conformance Level,Functional Impact,Accessibility Impact / Severity,Instances,Disability Affected,Recommendation,QA Status,QA Comment,QA Screencast,QA Recommendation,,,,
95,man-sr-62,Search Flow,https://www.pgatour.com/search.html?query=week&referrerPageUrl=https://www.pgatour.com/,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Visually appearing name not included in programmatically name,"1. Go to the URL.
2. Navigate through the website using keyboard navigation or tab navigation until reaching ""Search navigation landmark"".
3. Notice that the ""Remove this filter button"" is not being correctly communicated to screen reader users.",Visual name of the component is not matching with the programmatically name of component.,Visual label of a component is the same as the programmatically name.,https://www.screencast.com/t/jvYqqobO7,2.5.3,A,Low,High,,"Visual, Cognitive","1. Provide sufficient label to all remove filter button.
2. Make sure the visual name of the component should matching with the programmatically name of component.
 
Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA7.html
https://www.w3.org/WAI/GL/wiki/Using_aria-label_for_link_purpose",Open,,,,,,,
96,man-sr-31,Search Flow,https://www.pgatour.com/search.html?query=week&referrerPageUrl=https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Missing heading level 1,"1. Go to the URL.
2. Use the Heading Map Chrome extension.
3. Notice there is no level 1 heading.","There's no heading level 1 that allows screen reader users to skim through the website.

If there is no heading defined on the page, users waste valuable time getting announced the page as a whole to understand its structure.",There is a heading level 1 present on the website.,https://www.screencast.com/t/3IwWF8M5jIhx,1.3.1,A,Low,High,,Visual,"Add an <h1> tag or use a role=""heading"" with an aria-level=""1"" attribute to identify the main title of the page.

Download the extension on the link below:
https://chrome.google.com/webstore/detail/headings map/flbjommegcjonpdmenkdiocclhjacmbi/related

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/headings/
",Open,,,,,,,
97,man-sr-33,Search Flow,https://www.pgatour.com/search.html?query=week&referrerPageUrl=https://www.pgatour.com/,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Incorrect heading structure,"1. Go to the URL.
2. Navigate through the website using the H key.
3. Notice that there are some level of heading missing.",The screen reader jumps from heading level h1 to heading level h3.,Heading increase one level at the time.,"https://www.screencast.com/t/14OV4mQ1enm

https://www.screencast.com/t/IkGJFrzHbV",1.3.1,A,Low,Low,"Instance:
1. PGA Tour - Player Video - Similar issue found","Visual, Cognitive","Make sure heading level should be structured in a hierarchical manner and to increase one level at the time.
E.g. <h1>, <h2> ... <h6>.

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/headings/",Open,,,,,,,
98,man-sr-16,Login Flow,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Visually appearing heading not tagged as heading,"1. Go to the URL.
2. Navigate through the website until reaching  ""Login"" button > press enter key > open modal window  > notice  the text ""Login"".
3. Notice that the screen reader announces it as plain text.","The screen reader announces ""Login"" as plain text.

This could potentially confuse the user since headings are designed to structure the information in the document.","The screen reader reads ""Login"" as a heading level <h2>.","https://www.screencast.com/t/eahI5TZKGW2Q

https://www.screencast.com/t/qpaxu4MG

https://www.screencast.com/t/Lh228rAI6CHh

https://www.screencast.com/t/bYtnj5Iz

https://www.screencast.com/t/NKMxpe6nlpP

https://www.screencast.com/t/r7Zr9q63zSI

https://www.screencast.com/t/gLr2sNV98MZh

https://www.screencast.com/t/EfbcWn4Gu

https://www.screencast.com/t/d4taIK2Md

https://www.screencast.com/t/Pb1RysKWSe0h",1.3.1,A,Low,High,"1. Forget Password Flow: Heading level not implemented for the heading text"" Forgot password"".
2. Create New account flow: Heading level not implemented for the heading text"" Registion"".
3. PGA Tour Scheduling – Tournaments – Hole location > navigate to content-info landmark > notice heading ""Don't Miss This"" not tagged as  heading <h2>.
4. PGA Tour – Champions: Navigate to video ""First Tee kids surprised with spot at Pebble Beach"" in main landmark: Notice heading <h2> ""Commissioner Jay Monahan Surprises Kids with spot at Pebble Beach"" and heading <h3> ""RELATED VIDEO"" not tagged as headings.
5. PGA Tour Schedule – Tournaments (Templated) > click on any video links ""TOURNAMENT FEED, TOURNAMENT FEED, TOURNAMENT FEED"" under heading ""TOURNAMENT FEED"".
6. (Login) Manage Profile Flow: Heading level 2 missing for model window.
7. (Login) Notification Settings: Heading level 2 missing for model window.
8. (Login) Favorite Player Flow: Heading level 2 missing for model window.
9. (Login) Change Password Flow: Heading level 2 missing for model window.
",Visual,"Instead of using a <div> tag, use a <h2> tag to provide the proper context.

Refer to:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141",Open,,,,,,,
99,man-sr-21,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome/ NVDA,Error message not announced,"1. Go to the URL.
2. Navigate through the website using keyboard navigation or tab navigation until reaching the ""Submit ""button and activate it.
3. Notice that the error is not being announced to the user.","On ""Submit button"", the screen reader user is not aware that an error is occurring.

This could potentially confuse the user as they wouldn't know that an error has just happened.","The screen reader announces the input as invalid as soon as the user leaves the ""Email edit field"" or actions the Submit button.","https://www.screencast.com/t/iX2RxwAB6

https://www.screencast.com/t/Lp1UuFYvVE

https://www.screencast.com/t/4Nr6nqlZ7

https://www.screencast.com/t/zSdPiMrrp

 https://www.screencast.com/t/qSSjh2otFL5

 https://www.screencast.com/t/lmHLj9QfwDt ",3.3.1,A,High,High,"1. Forget Password Flow:On ""Submit button"", The screen reader user is not aware that an error is occurring.
2. Create New account flow:  All edit field blank perform action  On ""Submit button"", Error message not announced by screen reader.
3. (Login) Change Password Flow: Perform action on ""Submit button"", Notice that error message not announced.
4. (Login) Manage Profile Flow: Notice that error message not announced.
5. PGA Tour – Champions > hamburger button ""Menu options"" > click on button ""SIGN UP""
","Cognitive, Visual","Error msg not associated
1. Add a unique id=""my_unique_id"" attribute to each of the elements that contains the error message.
2. Add an aria-describedby=""my_unique_id"" to each of the form field.
3. Add an aria-invalid=""true"" to the form element when the form field contains an error.
4. Set focus on the first form field with error using JS.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA1.html
https://www.w3.org/WAI/WCAG21/Techniques/aria/ARIA21.html

Add role=""alert"" attribute to the <element> tag that contains the error message.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA19.html",Open,,,,,,,
100,man-sr-39,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome/ NVDA,Incorrectly List  implemented ,"1. Go to the URL.
2. Navigate through the website until reaching the button "" login"" >  change the state > open sub menu  elements ""Manage profile, Notification setting, Favorite player, etc"".
3. Notice that the screen reader is announcing the incorrect list structure for the elements.","Incorrect list structure announce by the screen reader for the elements.

This might confuse the user and it implies an extra effort for them to understand when they enter/leave the list and how many items it contains.","The screen reader announces the ""Manage profile, Notification setting, Favorite player, etc"" as a list of 5 items.",https://www.screencast.com/t/2kVx0RFT,1.3.1,A,High,High,,"Visual, Cognitive","1. Wrap each links inside a <li> tag and then wrap the group inside a <ul> tag.
2. Provide the desire visual style using CSS.

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/content/#lists",Open,,,,,,,
101,man-key-7,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,"
Focus is not visible on elements","1. Go to the URL.
2. Navigate the page using the keyboard.","Focus is not visible on "" Submit"" button while the user is navigating through focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.
","https://www.screencast.com/t/LbYPgxqd

https://www.screencast.com/t/9mdyabhA

https://www.screencast.com/t/SukWBij2lCq7",2.4.7,AA,Low,High,"1. Create New account flow:  Focus is not visible for the similar element.
2. Search Flow: Focus is not visible on ""Clear, Submit"" button while the user is navigating through focusable elements with the keyboard","Cognitive, Visual, Physical","Provide a visible border/outline on each interactive element using CSS.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15",Open,,,,,,,
102,man-cc-1,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,Insufficient non-text contrast,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window  and search for the ""Close graphic icon"" button.
3. Open Colour Contrast Analyzer, select the dropper tool, click on the foreground section and select any pixel from the ""Close graphic icon (x)"" button.
4. Measure the contrast ratio between the ""Close graphic icon (x)"" button and the background color.","The color contrast ratio between the ""Close graphic icon (x)"" button and its background is less than 3.0:1.","The color contrast ratio between the ""Close graphic icon (x)"" button and its background is of at least of 3.0:1.",https://www.screencast.com/t/aJPlzYZ4a0,1.4.11,AA,Low,High,"The color combination used for the element reported on the screenshot was found several times on other similar elements.
",Visual,"Make sure that the element has a contrast ratio of at least 3.0:1.

Good color option:
Foreground: #FFFFFF 
Background: #1371B9

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)",Open,,,,,,,
103,man-cc-3,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window and search for ""FAQ"" link.
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the ""FAQ"" link and its background is less than 4.5:1.","The color contrast ratio of ""FAQ"" link and its background is of at least 4.5:1.",https://www.screencast.com/t/Jx7v8BewcZ3,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground: #1D4562 
Background: #FFFFFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
104,man-cc-3,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window and search for ""Submit"" button.
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the ""Submit"" button and its background is less than 4.5:1.","The color contrast ratio of ""Submit"" button and its background is of at least 4.5:1.",https://www.screencast.com/t/LyC2L31h,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground: #FFFFFF
Background: #002857

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
105,man-cc-3,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window > navigate the modal window notice the notification information and search for text ""Two week"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""Two week"" and its background is less than 4.5:1.","The color contrast ratio of text ""Two week"" and its background is of at least 4.5:1.",https://www.screencast.com/t/0d44uiZMzMV,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground:  #9A191B  
Background: #F3F5F6

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
106,man-cc-3,Login Flow,https://www.pgatour.com/,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window > notice the notification information and search for text ""This field is required"" .
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""This field is required"" and its background is less than 4.5:1.","The color contrast ratio of text ""This field is required"" and its background is of at least 4.5:1.",https://www.screencast.com/t/OlaHenVKJwk,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground: #8D1618
Background: #FFFFFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
107,man-sr-44,Create New account flow,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Change of context not announced by screen reader,"1. Go to the URL.
2. Browse through the page until reaching the ""login button"" > press enter key > open modal window. 
3. Navigate to ""Terms of Service, Privacy Policy"" link.","The screen reader does not announce the content is going to open another tab.

This might confuse the user due to the lack of context they will get when navigating through different web pages.","The screen reader announces that the content is going to open another tab.
","https://www.screencast.com/t/0fXbxlrZv

https://www.screencast.com/t/nHyM6fI3m8uj

https://www.screencast.com/t/CvRcdmaEB

https://www.screencast.com/t/WkLBnB9Bgyr

https://www.screencast.com/t/CqlXlQttsagf",3.2.2,A,Low,Low,"1. Login Flow: Click to the  ""FAQ"" link, the screen reader does not announce the content is going to open another tab.
2. PGA Tour – About: A similar issue is observed with the links ""Board of Directors"", ""Player Advisory Council"", ""About the Commissioner"", ""Executive Leadership"", ""Learn more about the TOUR’s history"".......... etc.
3. PGA Market Partners: Similar issue is observed with the links ""AON"", ""aon.com/partnerships"", ""AVIS"", ""avis.com/golf""........ etc.
4. Cookie Choice Flow: A similar issue found for ""www.aboutads.info/choices,and Go to Opt Out Form"" link.","Visual, Cognitive","Provide a visual warning to the links that open a new tab and ensure to provide an aria-label to achieve the same context for screen reader users.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/G201.html
https://www.w3.org/TR/WCAG20-TECHS/ARIA14.html
https://codepen.io/simevidas/pen/MKdmeV?editors=0110
",Open,,,,,,,
108,man-sr-43,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver","
Breadcrumbs not implemented","1. Go to the URL.
2. Notice that the screen reader does not announce the context of the landmark.","The breadcrumb is not announced as such by the screen reader.

This might confuse the user due to the lack of context.","The screen reader announces that it's a navigation landmark and the type of navigation is a breadcrumb.
",https://www.screencast.com/t/EgnHG9tqlIC,1.3.1,A,Low,Low,,"Visual, Cognitive","1. Wrap the links inside a <nav> tag.
2. Provide an aria-label attribute that describes the type of navigation provided in the nav element.
3. Applied an aria-current=""page"" to the last link in the set to indicate that it represents the current page.

Refer to:
https://www.w3.org/TR/wai-aria-practices-1.1/examples/breadcrumb/index.html",Open,,,,,,,
109,man-sr-26,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Unlabelled button,"1. Go to the URL.
2. Navigate through the website until reaching Advertisement close button.
3. Notice that the screen reader does not announce close button purpose.","The screen reader announces the close button as only ""button"".

This could potentially confuse the user because they are not aware of the action that is going to be performed.",The screen reader announces the action that is going to be performed when the button is triggered.,"https://www.screencast.com/t/HUkCXMJaE8rT

https://www.screencast.com/t/7sDak03u",4.1.2,A,Low,Critical,1. PGA Tour – Players: Button search is unlabelled.,"Visual, Cognitive","Use an aria-label or aria-labelledby attribute to provide a proper label for the button.

Refer to:
https://developers.google.com/web/fundamentals/accessibility/semantics-aria/aria-labels-and-relationships",Open,,,,,,,
110,man-sr-19,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Links must have discernible text,"1. Go to the URL.
2. Navigate through the website using keyboard navigation or tab navigation until reaching .
3. Notice the purpose of this link is not being correctly communicated to screen reader users.","The link is not descriptive or accurate, neither is it providing accurate information about where it is redirecting the user to.
 
This might be causing some difficulties for all users to navigate the website—but particularly for those with cognitive, language, and learning disabilities.",The text within the link or the adjacent text provide full context about where the user is going to be redirected to.,https://www.screencast.com/t/dsXMBQ4VDWl,2.4.4,A,Low,High,,"Cognitive, Visual","Three possible actions
a. Add more descriptive text within the <a> tag.
b. Use an aria-label or aria-labelledby attribute to provide proper context to each link.
c. Use an aria-describedby attribute to add more information about the link.

Refer to:
https://developers.google.com/web/fundamentals/accessibility/semantics-aria/aria-labels-and-relationships
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-describedby_attribute",Open,,,,,,,
111,man-key-7,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Individual,Windows/Chrome,Focus is not visible on all Combobox,"1. Go to the Home Page.
2. Navigate the page using the keyboard.
3. Goto ""Main region"" and notice tab focus does not show on ""Byeong  Hun An"" Combobox.
4. Notice that focus is not visible on all Combobox.  ","Focus is not visible on Combobox ""Byeong Hun An, PGA tour, Everything, etc "" while the user is navigating through focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.
",https://www.screencast.com/t/rjlobpUECU,2.4.7,AA,Low,High,,"Cognitive, Visual, Physical","Provide a visible border/outline on each interactive element using CSS.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15",Open,,,,,,,
112,man-key-18,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Individual,Windows/Chrome,Toggle button is not triggerable through keyboard,"1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the player list Combobox ""Byeong Hun An PGA Tour"" 
3. Notice that focus does not reach the Toggle button ""Metric""","Focus does not reach Toggle button ""Metric"".

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/8kI2egTUB,2.1.1,A,High,Critical,,"Visual, Physical","Use tab-index=""-0"" for the element.

Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role",Open,,,,,,,
113,man-key-18,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Global,Windows/Chrome," 
Element not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the under Tab ""Achievement"".
3. Notice that focus does not reach the button ""Show more"".
","Focus does not reach expandable button ""Show more"".

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/PLZba1sC4ZPn,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <button> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable.
Add a role=""button"". Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role
",Open,,,,,,,
114,man-key-18,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Individual,Windows/Chrome," 
Element not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the under  Tab ""Season"".
3. Notice that focus does not reach the button ""Recap"".
","Focus does not reach all Accordion button ""recap, Off the green, Approach the green, Putting etc""

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/mFnmyvhScZT,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <button> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable.
Add a role=""button"". Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role
",Open,,,,,,,
115,man-cc-3,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Individual,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching under tab ""Achievements"" and search for the player data text ""165"" value and check all same color value
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""165"" and its background is less than 4.5:1.","The color contrast ratio of text ""165"" and its background is of at least 4.5:1.",https://www.screencast.com/t/qpuWrur4,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground: #827375
Background: #FFFFFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
116,man-cc-3,PGA Tour – Player Details (Templated),https://www.pgatour.com/players/player.33948.byeong-hun-an.html,Individual,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching accordion ""Streaks"" under tab ""Season"" and search for the  text ""Finishes, Fedexcup"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""Finishes, Fedexcup""and its background is less than 4.5:1.","The color contrast ratio of text ""Finishes, Fedexcup"" and its background is of at least 4.5:1.",https://www.screencast.com/t/pHUQyef9Uv,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #757575
Background: #FFFFFF


For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
117,man-key-15,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,"
Element not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the Main content.
3. Notice that tabs ""Trending, Competition, Features, Shows "" is not triggerable using the keyboard.
","The tabs cannot be activated using keyboard-only navigation.

This is important for users with motor impairments who navigate through the page only using the keyboard.","Focus reaches the first tab elements while using TAB key. The next focusable element using TAB should be the tabpanel, not the other tabs.
Using the LEFT and RIGHT arrow keys should help the user to navigate through the different tabs.
ENTER key or SPACEbar key should activate the tab.",https://www.screencast.com/t/btiX5N4PQqm,2.1.1,A,High,Critical,,"Visual, Physical","1. Add role=""tablist"" and aria-label attribute to the tabs container.
2. The tabs should be a <button> tag or have role=""button"" and type=""button"" properties.
3. Each tab must have the following properties:
       role=""tab""
       aria-selected=""true/false"". The first tab should have this value set to ""true"".
       aria-controls=""ID_TABPANEL""
       id=""ID_TAB""
4. While having the aria-selected attribute set to none, the button must have an tabindex attribute set to ""-1""
5. For the tabpanel use the following attributes:
      tabindex=""0""
       role=""tabpanel""
       id=""ID_TABPANEL""
       aria-labelledby=""ID_TAB""
6. Use JS to add LEFT and RIGHT arrow keys interaction to navigate through the tabs

Refer to:
https://www.w3.org/TR/wai-aria-practices/examples/tabs/tabs-2/tabs.html",Open,,,,,,,
118,man-key-18,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,"
Element not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the Main content.
3. Notice that the all Videos are not triggerable using the keyboard.
","Focus does not reach all play video buttons.

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/n5QQUSHF,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <button> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable.
Add a role=""button"". Also, make sure the element can be triggered when using the SPACEbar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role
",Open,,,,,,,
119,man-zoom-1,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,Content becomes truncated when zooming browser to 400% ,"1. Open the Display Settings.
2. Set the Scale to 100% and Display Resolution to 1360x768.
3. Open the URL in Chrome.
4. Press the CTRL and + keys at the same time.
5. Increase the browser zoom to 400%.
6. Search for Main region and notice that tab ""Shows"" becomes truncated.","Tab ""Shows"" is truncated.

The user is not able to visualize part of the content presented on the webpage.",The content adapts itself to the current viewport when increasing the browser zoom.,https://www.screencast.com/t/sQTrFPqM,1.4.10,AA,High,High,,Visual,"1. Check the display properties and the DOM structure.
2. Use the CSS media query to adjust the properties when zooming the browser to 400%. 

Also ensure that the height and width of content containers are specified using dynamic units like '%', 'em', 'vh' and 'vw'.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/CSS/@media
https://www.w3.org/Style/Examples/007/units.en.html",Open,,,,,,,
120,man-cc-3,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching Main header and search for the under video text ""PGA tour"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""PGA Tour"" and its background is less than 4.5:1.","The color contrast ratio of text ""PGA Tour"" and its background is of at least 4.5:1.",https://www.screencast.com/t/chcgkNNu,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #006A85
Background: #ABEBFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
121,man-cc-3,PGA Tour – Video,https://www.pgatour.com/video.html,Individual,Windows/Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching Main header and search for the under frame text ""First tee, building game changer"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""First tee, building game changer"" and its background is less than 4.5:1.","The color contrast ratio of text ""First tee, building game changer"" and its background is of at least 4.5:1.",https://www.screencast.com/t/YhpvbKBLEu,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #F5F5F5
Background: #1E803B


For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
